path	url	revision	retrieved	sha256	licence
texts/qimen/qimen-dunjia-miji-daquan-gugong.pdf	http://www.byscrj.com/	in a RAR anthology, no per-file URL; mirrors www.homeinmists.com and homeinmists.ilotus.org. Opened 2026-08-28 at its 新編目錄: 秘笈大全 二十三卷 to p. 242, then 《諸葛武侯行兵遁甲金函玉鏡》 六卷, pp. 251–332, a cursive manuscript hand	2012-01-18	549925baa085f3904326e81b52ecd7a1251ccfeab3df9083b042e952e961f793	白雲深處人家 — personal study and research only, not redistributable
texts/qimen/qimen-dunjia-quanju-beilan-jieyao-gugong.pdf	http://www.byscrj.com/	in a RAR anthology, no per-file URL; mirrors www.homeinmists.com and homeinmists.ilotus.org	2012-01-18	61d169b7568a0bc5f1dbead55b79e0f04f2ba5fcde61b7f800965cd451b65069	白雲深處人家 — personal study and research only, not redistributable
texts/qimen/dunjia-jicheng-2.pdf	http://www.byscrj.com/	in a RAR anthology, no per-file URL; mirrors www.homeinmists.com and homeinmists.ilotus.org. Opened 2026-08-27: block-printed facsimile and not the modern typesetting the series name suggests, with stretches of movable type	2014-04-25	ff2b9a80ad09ded3116f93435c62b810a06791ff04bd85dcb28b0c15ab227b9b	白雲深處人家 — personal study and research only, not redistributable
texts/qimen/dunjia-jicheng-3.pdf	http://www.byscrj.com/	in a RAR anthology, no per-file URL; mirrors www.homeinmists.com and homeinmists.ilotus.org. Opened 2026-08-27: block-printed facsimile throughout. Surveyed 2026-08-28: two book-pages to the sheet, series pp. 1018–1626, 1-bit CCITT at 200 dpi; carries 遁甲符應經 from p. 1136 and 年家/月家/日家 tables under no title leaf, dated 康熙二十三年 and 康熙二十七年; no printed running title in the 版心	2014-04-25	b2f38ea2412361b314cd0d0f5cb7bce3e81e6066dc48bae6c51ee6f3053b4148	白雲深處人家 — personal study and research only, not redistributable
texts/qimen/dunjia-jicheng-6.pdf	http://www.byscrj.com/	in a RAR anthology, no per-file URL; mirrors www.homeinmists.com and homeinmists.ilotus.org. Opened 2026-08-27: block-printed facsimile throughout, and its first work is 奇門遁甲統宗 卷一~卷十二 by its own running title — a third edition of that text — followed by 奇門闡秘前編	2014-04-25	ee9bcee8198831239e97492d8a4700ec32ff70d68590cbcc124479aadc8db2eb	白雲深處人家 — personal study and research only, not redistributable
texts/liuren/liuren-kejing-ji-gugong.pdf	http://www.byscrj.com/	in a RAR anthology, no per-file URL; mirrors www.homeinmists.com and homeinmists.ilotus.org	2014-04-25	92b9875ee68b5902b72c6717f2211d2ec86a194d4c105072831567b764c77716	白雲深處人家 — personal study and research only, not redistributable
texts/liuren/liuren-jinkoujue-guanban-gugong.pdf	http://www.byscrj.com/	in a RAR anthology, no per-file URL; mirrors www.homeinmists.com and homeinmists.ilotus.org	2014-04-25	999a78cd23fa02e768ee900de0649c10cb225300890cb728259d8a40274d7e0e	白雲深處人家 — personal study and research only, not redistributable
texts/liuren/liuren-zhinan.pdf	http://www.byscrj.com/	in a RAR anthology, no per-file URL; mirrors www.homeinmists.com and homeinmists.ilotus.org. Opened 2026-08-27: **it opens on another work**, 《大六壬心印賦》 with 廣陵陳良謨公獻's 增注, 程起鶯雲翔 刪定, 莊廣之公遠 校正; two book-pages stacked, not side by side	2008-05-06	f4487a592b3982a497d977fbdda70ba7c99798df560ef28612fcfeef2376e024	白雲深處人家 — personal study and research only, not redistributable
texts/liuren/liuren-jingjie.pdf	http://www.byscrj.com/	in a RAR anthology, no per-file URL; mirrors www.homeinmists.com and homeinmists.ilotus.org	2014-05-02	d90dcf810ef67c2a638faca0c31e3fc215b7788cf9525cbfe4849949925e9e0c	白雲深處人家 — personal study and research only, not redistributable
texts/qimen/qimen-dunjia-tongzong-jianti.txt	http://www.byscrj.com/	in a RAR anthology, no per-file URL; mirrors www.homeinmists.com and homeinmists.ilotus.org; sha256 is of the UTF-8 copy, see README	2014-06-27	e539cbadf9f8ea50160a601d082e2c4890f88b6a137c132e47760ef3833db570	白雲深處人家 — personal study and research only, not redistributable
texts/qimen/qimen-dunjia-yuanlingjing.txt	http://www.byscrj.com/	in a RAR anthology, no per-file URL; mirrors www.homeinmists.com and homeinmists.ilotus.org; sha256 is of the UTF-8 copy, see README	2014-06-27	aba2a20e780e468acdc1124af2fa6cad05a789861d8e93b649dcf854b04cdde1	白雲深處人家 — personal study and research only, not redistributable
texts/qimen/qimen-dunjia-miji-daquan-jianti.txt	http://www.byscrj.com/	in a RAR anthology, no per-file URL; mirrors www.homeinmists.com and homeinmists.ilotus.org; sha256 is of the UTF-8 copy, see README	2014-06-27	cf747eaf2f1d824d260defcf51ff3ddf4b3507eda50dbe24b41edd2db35390f2	白雲深處人家 — personal study and research only, not redistributable
texts/ziwei/ziwei-doushu-quanshu-juan01-wikisource.wikitext	https://zh.wikisource.org/wiki/紫微斗數全書/卷一	oldid 7913704	2026-08-20	9beb8038a8b82154d15d81c8ff822423d4f0c7c006f536a86552adeaa594818a	public domain, CC BY-SA markup
texts/ziwei/ziwei-doushu-quanshu-juan02-wikisource.wikitext	https://zh.wikisource.org/wiki/紫微斗數全書/卷二	oldid 1963110	2026-08-20	1e255c6ae99e6f89ae124ab342554ef1347fc8e68fb8908cba7290d1a38cbb72	public domain, CC BY-SA markup
texts/ziwei/ziwei-doushu-quanshu-juan03-wikisource.wikitext	https://zh.wikisource.org/wiki/紫微斗數全書/卷三	oldid 2268626	2026-08-20	ed327a68253a89a6e8b2962932a16f75546826ffcdd2e9e4ac419ad0f389b03b	public domain, CC BY-SA markup
texts/ziwei/573250495-紫微斗数全书-完整版-简体中文整理版.txt	https://www.scribd.com/document/573250495/	text layer of the PDF below	2026-08-20	b3aa496917b422305f49993009e1f20cd1ea8801e4638177d5dfee2e8fe40383	third-party upload, see note
texts/ziwei/573250495-紫微斗数全书-完整版-简体中文整理版.pdf	https://www.scribd.com/document/573250495/	周宣屹 (紫微斗數圈), 前三卷, from an undeclared 古本 scanned page by page; emendations marked 「古文為…」	2026-08-20	6abec992fb07ed870a80901a70b1bebf7da51d38466defffee7c73c9591f0803	third-party upload, see note
texts/ziwei/857656718-紫微斗数捷览-明刊孤本-原-彩-色本-附点校本-心一堂版-456页.pdf	https://www.scribd.com/document/857656718/	PREVIEW ONLY: 39 of 456 pages, watermarked guoxueziyuan.com, pages drawn at random. Not a source, and no longer held: the copy was discarded 2026-08-27. The row stays so the same upload is not fetched a second time	2026-08-20	13d35ec7f96d55772aa3b4a1f3e8aa3ce5b95f8a8a5c9d0bb399c15ea928555b	third-party upload, see note
texts/ziwei/xu-daozang-ziwei-doushu.gbk.txt	homeinmists.ilotus.org, jmm/DaoCanon_txt_chm.rar (lot 2026-08-jmm)	《萬曆續道藏》紫微斗數, three juan, 撰人不詳. GBK, CRLF+NEL, no scan behind it. THE OTHER TRANSMISSION: 十八飛星, not 全書	2026-08-20	476546ba6be432e2034f2113125520fc780242ad6980e0e67cf2f0ae1f796650	public domain text, third-party digitisation
texts/ziwei/xu-daozang-ziwei-doushu.utf8.txt	decoded here from the row above with iconv -f GB18030, CRLF stripped	same bytes, made readable. No other edit	2026-08-20	2d6844a82832df18e09ce8f9420682bc344b3a4e2e3163bdaa29ceda932bff7d	public domain text, third-party digitisation
texts/ziwei/shiba-feixing-cetian-ziwei-doushu-quanji-juexue05.pdf	homeinmists.ilotus.org, others2111.zip (lot 2026-08-ilotus)	《中國絕學》第五冊, 方外人, 臺北金林文化 1986. PDF pages 240-305 are 《十八飛星策天紫微斗數全集》, 題 大宋扶搖子白雲先生陳摶 著, 徐良弼 校正, 金陵益軒唐謙 鏤梓 — the SECOND witness of the row above, and the one that repairs it. Image-only, no text layer	2026-08-20	cf7f678c55860c3bf786a0dd6417801081dcc9b91f8bd7ae04a40f25616223df	Ming text public domain; 1986 compilation third-party, see note
texts/ziwei/zhongguo-juexue-mulu.txt	homeinmists.ilotus.org, others2111.zip (lot 2026-08-ilotus)	table of contents of all eleven 中國絕學 volumes, kept to say what was left behind	2026-08-20	114f0c1e44aa0c66de5697d90e9da255afb3f92d4e9a3897809802c4d9e0fbde	third-party upload, see note
texts/ziwei/新锓希夷陈先生紫微斗数全书.七卷.宋.陈抟撰.明.潘希尹补.明代南阳堂刊本.黑白版.pdf	shuge.org, from 日本内閣文庫 https://www.digital.archives.go.jp/das/meta/F1000000000000101426	THE ADJUDICATOR, and it is held: Ming 南陽堂 woodblock, seven juan, 題 宋 陳摶 撰 明 潘希尹 補輯. 528 pages, image-only, legible. A different recension of 《全書》 from the three-juan one the engine was built on. Opened 2026-08-28: 目錄 at leaves 2–8 in section order, 版心 carrying the juan on every leaf, and the 四化 verse at 卷之三 leaf 151 — nine lines as shipped, 庚 a third reading. The rest of the open questions in docs/sources.md are still open	2026-08-20	04e184c4a52cb042dc885c6ccc9135d94ab25de62007506198ee979a33e66bfc	public domain, third-party scan
texts/juexue/ZhongGuoJueXueDi01Ji.pdf	homeinmists.ilotus.org, others2111.zip (lot 2026-08-ilotus)	紫微斗數同步斷訣 · 紫微斗數擂台、河洛紫微斗數歸元 · 細說星情 · 紫微斗數四化斷訣. 20th-c. school manuals, image-only, and **handwriting on squared paper** — no model reads it, so this volume is a plate errand. Not a source: see the note in docs/sources.md	2026-08-20	917e9ec786acf3ae4f9079cf516b63a5c22df2c5a5e62e35c8b344c6a6b8678c	third-party upload, see note
texts/juexue/ZhongGuoJueXueDi02Ji.pdf	homeinmists.ilotus.org, others2111.zip (lot 2026-08-ilotus)	神通手卦 · 64卦現代象意 · 掌中排盤訣 · 奇門易數. The last is nominally qimen and is a 20th-c. 易數 method, not 遁甲	2026-08-20	5f657c0b14cbc9ef84abc056ee026f410bd852af2d2424e2b1c717f72d54414f	third-party upload, see note
texts/juexue/ZhongGuoJueXueDi03Ji.pdf	homeinmists.ilotus.org, others2111.zip (lot 2026-08-ilotus)	七派鐵版神數. No art computed here	2026-08-20	9f8df8064f015652bc91270465b1421cfef829ffd05ec33238d9e0b76b051d82	third-party upload, see note
texts/juexue/ZhongGuoJueXueDi04Ji.pdf	homeinmists.ilotus.org, others2111.zip (lot 2026-08-ilotus)	真訣竅門 · 造命格局實例 · 實例詳解 · 無敵神卦論斷要訣 · 天象乾坤觀星法 · 範圍數捷訣	2026-08-20	944f288701f4383eee84359ec88ea846631d59f2cc11c88125f7417c054a3f45	third-party upload, see note
texts/juexue/ZhongGuoJueXueDi06Ji.pdf	homeinmists.ilotus.org, others2111.zip (lot 2026-08-ilotus)	紫微斗數闡微 · 紫微斗數析論 · 紫微斗數特例命譜. 20th-c. school manuals	2026-08-20	2022aa8b43380a389886ae5feaa38f99454487d728ed6ddcc4c90cf08e3acab0	third-party upload, see note
texts/juexue/ZhongGuoJueXueDi07Ji.pdf	homeinmists.ilotus.org, others2111.zip (lot 2026-08-ilotus)	斗數秘儀四化飛伏斷訣 · 占驗派、南派、北派. 20th-c. school manuals. Its parts number their own pages; the one printed 四—NNN opens on a title page of its own, 《紫微斗數 北派》, 恭鑑老人 著, 京洋圖書股份有限公司	2026-08-20	243f124e89c002731ca56862c6a1c4efd54232a38043962f94f322abc0ec03dd	third-party upload, see note
texts/juexue/ZhongGuoJueXueDi08Ji.pdf	homeinmists.ilotus.org, others2111.zip (lot 2026-08-ilotus)	鐵版神數, three works. No art computed here	2026-08-20	ef2f04dbd7cf0270acd6b5f82ca526b0cf01b88af11144e16ac47e300c5697be	third-party upload, see note
texts/juexue/ZhongGuoJueXueDi09Ji.pdf	homeinmists.ilotus.org, others2111.zip (lot 2026-08-ilotus)	鐵版神數, five works, and 增訂正統皇極天書全集. No art computed here	2026-08-20	254c94a8004cecebf572094337a8c6a7bf15bc10bc682c6ac6fea7cf00ed8950	third-party upload, see note
texts/juexue/ZhongGuoJueXueDi10Ji.pdf	homeinmists.ilotus.org, others2111.zip (lot 2026-08-ilotus)	邵子神數董氏取數筆記 · 逍遙子紫微郎秘訣 · 鐵版神數內棚七大寶訣. The middle one is nominally ziwei and is a 20th-c. 秘訣	2026-08-20	0fa21bf380315da661200d22e27d480cb4df0095b147ec0a17173fa6c46dd6b5	third-party upload, see note
texts/juexue/ZhongGuoJueXueDi11Ji.pdf	homeinmists.ilotus.org, others2111.zip (lot 2026-08-ilotus)	玄空金口訣. No art computed here	2026-08-20	b15d10deff19e561dfe2519c56f7ebd8f1632bf472544b907e54901036fe8ef2	third-party upload, see note
texts/ziwei/ziwei-doushu-quanshu.pdf	UNTRACEABLE — the owner searched in 2026-08 and found no trace; most likely out of an old personal backup	LibreOffice Writer 7.2 text PDF, 111 pages, 卷一 through 卷三, created 2022-06-16. NOT A SCAN and its base edition is unnamed. Its descent cannot be established, so it is not weighed as a witness anywhere and nothing rests on it. Its text layer is in texts/ziwei/.txt/	2026-08-20	00b6f3557cae8662a3e26eda66ac782890df2c7e09d82b47ecb34fa34540f958	unknown, see note
texts/ziwei/ziwei-doushu-quanshu-juan01.pdf	print-off of https://zh.wikisource.org/wiki/紫微斗數全書/卷一	Chrome print to PDF of the Wikisource page. Duplicates the wikitext row above; not an independent witness	2026-08-20	d35332233e483028d759abc00093e77a05a377b8bdb11cc80da70bed0bee64d4	public domain, CC BY-SA markup
texts/ziwei/ziwei-doushu-quanshu-juan03.pdf	print-off of https://zh.wikisource.org/wiki/紫微斗數全書/卷三	Chrome print to PDF of the Wikisource page. Duplicates the wikitext row above; not an independent witness	2026-08-20	17e1d6b5aa16e9d42153690baaa3572d1ad2a0144d1e8f1f4af6c6ac782910a8	public domain, CC BY-SA markup
texts/ziwei/333865116-han-zi-wei-dou-shu-5th-revision.pdf	https://www.scribd.com/document/333865116/	Aloysius Han, 'Zi Wei Dou Shu 紫微斗数', fifth revision, 2014-01-19, self-published, LaTeX, 341 pp with a text layer. Modern English manual of declared 中州派 lineage. NOT A SOURCE for placement — it states no plotting rule except the 四化 table. Kept for what it names: see docs/sources.md	2026-08-20	c7dcd3a70b804845e4ec91d104e6db9161e90f72eb75cefaaf21840e090ce0de	© Aloysius Han 2014, third-party upload, see note
